PERMNO,date,PRC,VOL,CFACPR,OPENPRC,NUMTRD
66181,2007/09/24,33.88000,16854810,1,34.52000,
66181,2007/09/25,33.08000,27939100,1,33.18000,
66181,2007/09/26,32.99000,18514800,1,33.20000,
66181,2007/09/27,32.76000,16989100,1,33.15000,
66181,2007/09/28,32.44000,24718000,1,32.81000,
66181,2007/10/01,33.16000,22312240,1,32.58000,
66181,2007/10/02,33.36000,23355590,1,33.21000,
66181,2007/10/03,33.87000,20350440,1,33.27000,
66181,2007/10/04,33.74000,12150130,1,34.01000,
66181,2007/10/05,34.22000,12939700,1,34.20000,
66181,2007/10/08,33.93000,11252620,1,34.27000,
66181,2007/10/09,33.80000,14044200,1,33.91000,
66181,2007/10/10,33.65000,16501610,1,33.69000,
66181,2007/10/11,33.43000,17127000,1,33.70000,
66181,2007/10/12,33.44000,12415220,1,33.52000,
66181,2007/10/15,33.01000,14912500,1,33.45000,
66181,2007/10/16,32.51000,15991460,1,32.95000,
66181,2007/10/17,31.78000,23217770,1,32.81000,
66181,2007/10/18,31.68000,17879500,1,31.60000,
66181,2007/10/19,30.76000,27032000,1,31.72000,
66181,2007/10/22,30.88000,17780100,1,30.58000,
66181,2007/10/23,30.92000,16354500,1,31.20000,
66181,2007/10/24,30.88000,18545820,1,30.99000,
66181,2007/10/25,30.70000,24280000,1,31.09000,
66181,2007/10/26,31.35000,12484600,1,31.01000,
66181,2007/10/29,31.40000,15987600,1,31.55000,
66181,2007/10/30,31.46000,18675150,1,31.50000,
66181,2007/10/31,31.51000,14936200,1,31.71000,
66181,2007/11/01,30.69000,15003320,1,31.40000,
66181,2007/11/02,30.40000,16580400,1,30.92000,
66181,2007/11/05,29.80000,17515440,1,30.15000,
66181,2007/11/06,30.06000,15828220,1,29.50000,
66181,2007/11/07,29.34000,16488930,1,29.70000,
66181,2007/11/08,29.09000,25256870,1,29.50000,
66181,2007/11/09,28.05000,21922600,1,28.69000,
66181,2007/11/12,28.46000,18959590,1,28.05000,
66181,2007/11/13,29.12000,28296430,1,28.00000,
66181,2007/11/14,29.03000,18427580,1,29.29000,
66181,2007/11/15,28.98000,17498860,1,29.07000,
66181,2007/11/16,29.07000,18189720,1,29.12000,
66181,2007/11/19,28.19000,21986380,1,28.83000,
66181,2007/11/20,28.50000,26556970,1,28.19000,
66181,2007/11/21,28.05000,12611200,1,28.21000,
66181,2007/11/23,28.95000,9786482,1,28.18000,
66181,2007/11/26,27.49000,16224820,1,28.89000,
66181,2007/11/27,27.15000,20151310,1,27.58000,
66181,2007/11/28,28.27000,24159760,1,27.30000,
66181,2007/11/29,27.88000,19899220,1,28.12000,
66181,2007/11/30,28.56000,24847040,1,28.30000,
